time,x,y,x_tilt,y_tilt,pressure
61780,1037,267,-38,-9,-0.366882
61785,1037,267,-38,-9,-0.368835
61790,1037,268,-38,-10,-0.371277
61796,1037,269,-38,-10,-0.3703
61800,1037,269,-38,-11,-0.372253
61805,1036,270,-38,-11,-0.374207
61811,1036,270,-38,-11,-0.372742
61815,1036,271,-38,-11,-0.373718
61820,1036,271,-38,-11,-0.375687
61824,1036,271,-38,-11,-0.378616
61830,1036,272,-38,-11,-0.379105
61839,1036,272,-38,-11,-0.380569
61849,1035,272,-38,-11,-0.379105
61855,1035,272,-38,-11,-0.378128
61862,1035,271,-38,-11,-0.377151
61867,1035,271,-38,-11,-0.375687
61872,1035,271,-38,-11,-0.372253
61878,1035,271,-38,-11,-0.369812
61884,1035,270,-38,-11,-0.365906
61889,1035,270,-38,-11,-0.364929
61889,1035,269,-38,-11,-0.362976
61897,1035,268,-38,-11,-0.360046
61902,1035,267,-38,-11,-0.354187
61907,1036,266,-38,-11,-0.355164
61913,1036,265,-38,-11,-0.356628
61917,1036,264,-38,-11,-0.354675
61922,1036,262,-38,-11,-0.360046
61928,1037,261,-38,-11,-0.355652
61932,1038,260,-38,-10,-0.352722
61938,1038,258,-38,-10,-0.352722
61944,1039,257,-38,-10,-0.350769
61949,1039,256,-38,-10,-0.351746
61953,1039,255,-38,-9,-0.352722
61958,1040,255,-38,-9,-0.354187
61964,1040,254,-38,-9,-0.349304
61969,1041,253,-38,-9,-0.346375
61974,1041,252,-38,-8,-0.34343
61979,1041,252,-38,-8,-0.345886
61984,1042,251,-38,-8,-0.345398
61989,1042,251,-38,-8,-0.341965
61994,1042,250,-38,-8,-0.338058
61998,1042,250,-38,-8,-0.33757
62005,1042,250,-38,-7,-0.33757
62036,1042,250,-39,-7,-0.336594
62045,1042,250,-39,-7,-0.336105
62053,1042,251,-39,-7,-0.334641
62054,1043,251,-39,-7,-0.334152
62058,1043,251,-39,-7,-0.333664
62063,1043,251,-39,-7,-0.334152
62069,1043,251,-39,-7,-0.340012
62074,1043,252,-39,-7,-0.342453
62079,1043,253,-39,-7,-0.342941
62086,1044,254,-39,-7,-0.34491
62086,1044,254,-39,-7,-0.344421
62091,1044,255,-39,-7,-0.346863
62095,1044,256,-39,-7,-0.347839
62101,1044,257,-39,-7,-0.348816
62106,1044,258,-39,-8,-0.350769
62111,1044,258,-39,-8,-0.353699
62117,1044,259,-39,-9,-0.351746
62122,1044,260,-39,-9,-0.354675
62127,1044,260,-39,-9,-0.355652
62133,1044,261,-39,-9,-0.358093
62138,1044,262,-39,-9,-0.359558
62142,1044,263,-39,-9,-0.362488
62147,1044,263,-39,-9,-0.357605
62153,1044,264,-39,-9,-0.358093
62157,1044,265,-39,-9,-0.358582
62162,1044,265,-39,-10,-0.358582
62168,1044,266,-39,-10,-0.359558
62173,1044,266,-39,-11,-0.361511
62177,1045,266,-39,-11,-0.360535
62183,1045,267,-39,-11,-0.360535
62188,1045,267,-39,-11,-0.360046
62192,1045,267,-39,-11,-0.359558
62198,1045,267,-39,-11,-0.35907
62206,1045,267,-39,-11,-0.35907
62211,1045,267,-39,-11,-0.35907
62217,1045,267,-39,-11,-0.361023
62222,1046,267,-39,-11,-0.364929
62227,1046,267,-39,-11,-0.369324
62234,1046,267,-39,-11,-0.37323
62239,1047,267,-39,-11,-0.372253
62244,1048,267,-39,-11,-0.3703
62250,1048,267,-39,-11,-0.372253
62255,1049,266,-39,-11,-0.373718
62260,1049,266,-39,-11,-0.373718
62265,1050,265,-39,-11,-0.377151
62270,1051,265,-39,-11,-0.378128
62275,1052,264,-39,-11,-0.37764
62281,1053,264,-39,-11,-0.378616
62282,1053,263,-39,-11,-0.378128
62287,1054,263,-39,-10,-0.380081
62292,1055,262,-40,-10,-0.380081
62298,1055,262,-40,-10,-0.380081
62303,1056,262,-41,-10,-0.380569
62308,1056,261,-41,-10,-0.379105
62314,1057,261,-41,-10,-0.382523
62319,1057,261,-41,-10,-0.388382
62324,1058,261,-41,-10,-0.38887
62330,1058,260,-41,-10,-0.390335
62335,1059,260,-41,-10,-0.392776
62340,1059,260,-41,-10,-0.393265
62344,1059,259,-41,-10,-0.39473
62350,1060,258,-41,-10,-0.395706
62355,1060,258,-41,-9,-0.396194
62359,1060,257,-41,-9,-0.395218
62365,1061,256,-41,-9,-0.397171
62370,1061,256,-41,-9,-0.396194
62374,1061,255,-41,-9,-0.395218
62379,1061,255,-41,-9,-0.395218
62385,1062,254,-41,-8,-0.396194
62390,1062,253,-41,-8,-0.397171
62394,1062,253,-41,-8,-0.396194
62400,1062,252,-41,-8,-0.396194
62405,1062,251,-42,-8,-0.397171
62410,1062,251,-42,-8,-0.396683
62415,1062,250,-42,-7,-0.398636
62420,1062,250,-42,-7,-0.400101
62425,1062,250,-42,-7,-0.400589
62430,1062,250,-42,-7,-0.400589
62435,1062,249,-42,-7,-0.400589
62440,1061,249,-42,-7,-0.400589
62445,1061,249,-42,-6,-0.400101
62450,1061,249,-42,-6,-0.400589
62455,1061,249,-42,-6,-0.400101
62460,1060,249,-42,-6,-0.399124
62465,1060,249,-42,-6,-0.397659
62469,1060,249,-42,-6,-0.396194
62474,1060,249,-42,-6,-0.39473
62479,1060,249,-42,-6,-0.39473
62485,1060,249,-42,-6,-0.392776
62490,1059,249,-42,-6,-0.389847
62495,1059,250,-42,-6,-0.386429
62501,1059,250,-42,-6,-0.383499
62506,1059,250,-42,-6,-0.382034
62511,1059,251,-42,-6,-0.374207
62517,1058,252,-42,-6,-0.370789
62521,1058,253,-42,-6,-0.372742
62526,1058,254,-42,-6,-0.369812
62532,1058,256,-42,-6,-0.369324
62536,1058,257,-42,-6,-0.365906
62541,1058,258,-42,-6,-0.364929
62546,1058,259,-41,-6,-0.362488
62551,1059,260,-41,-6,-0.362
62556,1059,261,-41,-6,-0.357605
62561,1059,262,-41,-6,-0.362
62566,1059,263,-41,-6,-0.354675
62571,1060,264,-41,-7,-0.352234
62575,1060,265,-41,-7,-0.349792
62580,1060,265,-41,-8,-0.350281
62585,1060,266,-41,-8,-0.351746
62590,1061,266,-41,-8,-0.34343
62594,1061,266,-41,-8,-0.339035
62600,1061,267,-41,-8,-0.341965
62605,1062,267,-41,-8,-0.34491
62611,1062,267,-41,-8,-0.341476
62617,1063,267,-41,-8,-0.341476
62622,1063,267,-41,-8,-0.346375
62626,1064,267,-41,-8,-0.349304
62632,1065,268,-41,-8,-0.34491
62638,1065,267,-41,-8,-0.343933
62642,1066,267,-41,-8,-0.347839
62648,1067,267,-41,-8,-0.347351
62654,1067,267,-41,-8,-0.347839
62654,1068,266,-41,-8,-0.347839
62659,1069,266,-41,-8,-0.348816
62665,1070,265,-41,-8,-0.34343
62670,1071,264,-41,-8,-0.34491
62675,1072,264,-41,-8,-0.346863
62681,1073,263,-41,-8,-0.347839
62687,1074,262,-41,-7,-0.353699
62691,1075,260,-41,-7,-0.352722
62696,1076,259,-41,-7,-0.359558
62703,1077,259,-41,-7,-0.364441
62709,1077,258,-41,-6,-0.372253
62714,1077,258,-41,-6,-0.383987
62715,1078,258,-41,-6,-0.402542
62720,1078,258,-41,-6,-0.42453
62725,1077,258,-41,-5,-0.448959
62731,1077,258,-41,-5,-0.466537
62737,1076,259,-41,-5,-0.481689
62742,1075,260,-41,-5,-0.497803
62748,1074,261,-41,-5,0.481674
62754,1072,262,-41,-5,0.45285
62754,1070,263,-41,-5,0.421585
62759,1069,265,-41,-5,0.391785
62766,1067,266,-42,-5,0.362473
62771,1066,267,-43,-6,0.334137
62776,1064,269,-44,-6,0.305801
62782,1063,270,-45,-7,0.278442
62787,1062,272,-46,-8,0.253052
62792,1061,274,-46,-8,0.227158
62799,1060,276,-44,-8,0.208588
62804,1059,279,-42,-8,0.187088
62804,1057,281,-38,-7,0.163162
62809,1055,284,-34,-6,0.143127
62816,1054,287,-30,-5,0.138733
62821,1052,290,-25,-4,0.116745
62826,1052,292,-20,-3,0.106979
62832,1052,293,-14,-2,0.0937958
62838,1052,295,-9,-1,0.0815735
62842,1053,296,-5,-1,0
68085,1106,267,-34,-8,0.11821
68090,1106,267,-34,-8,0.122604
68096,1106,267,-34,-8,0.125549
68101,1107,267,-34,-7,0.127502
68106,1107,266,-34,-7,0.127014
68112,1108,266,-34,-7,0.129944
68112,1108,265,-34,-7,0.13092
68117,1108,265,-34,-7,0.131897
68123,1109,264,-34,-7,0.136292
68128,1109,263,-34,-7,0.143127
68133,1110,263,-34,-7,0.151917
68138,1110,262,-34,-7,0.152893
68144,1111,262,-34,-7,0.158279
68150,1111,261,-34,-6,0.164139
68155,1112,260,-34,-6,0.170975
